SongID,SongTitle,Duration,SongReleaseDate,StreamDate,StreamCount,GenreName,AlbumTitle,AlbumReleaseDate,ArtistName,ArtistCountry
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-07,14447,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-08,11494,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-09,43981,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
9,"Business-focused transitional hierarchy",161,2014-02-25,2023-01-10,87628,Pop,"Technology amount science",2014-09-15,"Kristina Allen",Netherlands
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-01,39750,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-02,41173,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-03,59447,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-04,79986,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-05,95065,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-06,56851,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-07,22842,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-08,91408,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-09,59183,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
10,"Upgradable system-worthy synergy",291,2012-12-29,2023-01-10,47077,Electronic,"Amount leg door",2011-07-26,"Walter Shannon",Slovenia
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-01,59606,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-02,6551,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-03,96265,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-04,47210,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-05,81589,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-06,58008,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-07,36986,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-08,84816,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-09,8518,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
11,"Upgradable zero administration artificial intelligence",282,2011-12-02,2023-01-10,10835,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
12,"Robust mission-critical website",161,2015-03-09,2023-01-01,88973,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-02,84560,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-03,54242,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-04,48619,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-05,68251,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-06,99290,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-07,90051,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-08,21969,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-09,5081,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
12,"Robust mission-critical website",161,2015-03-09,2023-01-10,19714,Jazz,"Address without star",2015-01-14,"Walter Shannon",Slovenia
13,"Advanced systematic focus group",283,2017-09-19,2023-01-01,80635,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-02,89878,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-03,58432,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-04,5561,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-05,17545,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-06,9812,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-07,31932,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-08,85562,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-09,49015,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
13,"Advanced systematic focus group",283,2017-09-19,2023-01-10,48467,Pop,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-01,51181,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-02,75349,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-03,5244,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-04,80310,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-05,21111,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-06,90006,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-07,59972,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-08,49623,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-09,49760,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
14,"Re-engineered optimizing budgetary management",295,2013-08-21,2023-01-10,59188,Pop,"Stand size carry",2012-09-30,"Anne Hernandez","Cayman Islands"
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-01,11077,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-02,76225,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-03,19047,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-04,70397,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-05,49096,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-06,53171,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-07,42207,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-08,86139,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-09,37528,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
15,"Seamless upward-trending customer loyalty",128,2019-01-11,2023-01-10,33717,Classical,"Bad trial",2012-03-25,"Kristina Allen",Netherlands
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-01,15869,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-02,4396,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-03,97426,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-04,25385,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-05,66410,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-06,68861,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-07,51723,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-08,74619,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-09,16435,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
16,"Optimized 24hour emulation",188,2010-09-29,2023-01-10,35311,Electronic,"Perhaps Congress",2010-05-03,"Kathy Smith",Honduras
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-01,35116,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-02,93279,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-03,59493,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-04,29124,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-05,81199,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-06,38431,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-07,91961,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-08,65382,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-09,27237,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
17,"Business-focused reciprocal solution",200,2012-05-20,2023-01-10,17074,Classical,"Remember structure born",2017-10-30,"Matthew Elliott",Hungary
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-01,18790,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-02,10706,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-03,60250,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-04,23630,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-05,94502,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-06,59341,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-07,12506,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-08,90381,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-09,42889,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
18,"Cross-platform encompassing collaboration",284,2015-02-23,2023-01-10,88535,Jazz,"Fall third",2010-12-23,"Kristina Allen",Netherlands
19,"Diverse holistic focus group",155,2012-10-07,2023-01-01,46537,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-02,94000,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-03,9511,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-04,73089,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-05,72063,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-06,39058,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-07,40315,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-08,21644,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-09,94298,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
19,"Diverse holistic focus group",155,2012-10-07,2023-01-10,94003,Electronic,"Your others since",2011-09-29,"Anne Hernandez","Cayman Islands"
20,"Focused client-server implementation",187,2018-05-18,2023-01-01,92779,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-02,84584,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-03,23818,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-04,48381,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-05,67683,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-06,30391,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
20,"Focused client-server implementation",187,2018-05-18,2023-01-07,16907,Classical,Modern,2020-09-25,"Walter Shannon",Slovenia
